Order ID,Order Date,Month,Quarter,Year,Region,Country,City,Customer Segment,Product Category,Product Name,Sales Channel,Sales Amount,Cost,Profit,Profit Margin %,Quantity Sold,Discount %,Shipping Cost,Delivery Status
ORD-10140,2024-08-07,Aug,Q3,2024,Europe,Germany,Munich,Enterprise,Technology,Laptop Pro,Online,18835.45,10137.02,8698.43,0.4618,13,0.1155,92.04,Returned
ORD-10141,2024-04-11,Apr,Q2,2024,Latin America,Brazil,Rio de Janeiro,Small Business,Furniture,Standing Desk,Online,10946.02,6610.35,4335.67,0.3961,11,0.1503,229.81,In Transit
ORD-10142,2025-12-25,Dec,Q4,2025,North America,Canada,Toronto,Corporate,Apparel,Safety Vest,Direct Sales,14952.49,8665.63,6286.86,0.4205,32,0.1493,17.2,Delivered
ORD-10143,2025-09-13,Sep,Q3,2025,Europe,Germany,Munich,Corporate,Technology,Mechanical Keyboard,Online,13025.14,10222.37,2802.77,0.2152,6,0.3657,48.71,Delayed
ORD-10144,2024-05-12,May,Q2,2024,Europe,Netherlands,Amsterdam,Small Business,Electronics,LED Monitor,Distributor,13780.41,11498.83,2281.58,0.1656,46,0.2872,51.82,Delivered
ORD-10145,2025-02-10,Feb,Q1,2025,Asia-Pacific,Singapore,Singapore,Enterprise,Technology,USB Hub,Distributor,5009.14,2682.38,2326.76,0.4645,13,0.1406,78.87,Delivered
ORD-10146,2025-01-07,Jan,Q1,2025,Latin America,Brazil,Rio de Janeiro,Small Business,Apparel,Uniform Shirt,Distributor,2331.7,1388.34,943.36,0.4046,30,0.2865,27.41,Delivered
ORD-10147,2024-12-10,Dec,Q4,2024,Asia-Pacific,Australia,Sydney,Corporate,Apparel,Corporate Polo,Retail Store,22952.04,17950.73,5001.31,0.2179,20,0.1934,31.51,Delivered
ORD-10148,2025-01-10,Jan,Q1,2025,Africa,Nigeria,Lagos,Small Business,Office Supplies,Whiteboard,Distributor,12927.86,7423.38,5504.48,0.4258,28,0.0912,16.66,Delivered
ORD-10149,2025-01-12,Jan,Q1,2025,North America,Canada,Vancouver,Corporate,Technology,Wireless Mouse,Distributor,6942.67,5102.85,1839.82,0.265,19,0.3405,104.76,In Transit
ORD-10150,2025-11-06,Nov,Q4,2025,Europe,Germany,Berlin,Small Business,Furniture,Meeting Table,Distributor,21744.56,11600.72,10143.84,0.4665,33,0.0867,104.73,Delivered
ORD-10151,2025-10-16,Oct,Q4,2025,Asia-Pacific,Australia,Sydney,Small Business,Office Supplies,Stapler Set,Online,14902.46,8162.88,6739.58,0.4522,25,0.3951,17.93,Delivered
ORD-10152,2025-07-07,Jul,Q3,2025,Africa,Kenya,Nairobi,Consumer,Technology,Mechanical Keyboard,Distributor,20485.81,14389.96,6095.85,0.2976,4,0.2897,61.93,Delivered
ORD-10153,2024-02-05,Feb,Q1,2024,Africa,South Africa,Johannesburg,Enterprise,Office Supplies,Printer Paper,Direct Sales,8654.66,5899.63,2755.03,0.3183,39,0.0278,8.51,Delivered
ORD-10154,2025-05-31,May,Q2,2025,Latin America,Mexico,Mexico City,Enterprise,Apparel,Branded Hoodie,Distributor,8175.91,4237.73,3938.18,0.4817,3,0.0761,26.35,Delivered
ORD-10155,2025-09-05,Sep,Q3,2025,North America,USA,Chicago,Corporate,Electronics,LED Monitor,Retail Store,4465.04,2498.94,1966.1,0.4403,31,0.3019,90.95,Returned
ORD-10156,2025-10-31,Oct,Q4,2025,North America,Canada,Toronto,Consumer,Electronics,LED Monitor,Distributor,5942.59,3012.95,2929.64,0.493,28,0.3897,123.72,Delayed
ORD-10157,2024-09-04,Sep,Q3,2024,Latin America,Brazil,São Paulo,Consumer,Apparel,Uniform Shirt,Retail Store,19718.76,15560.54,4158.22,0.2109,32,0.0511,38.46,Delivered
ORD-10158,2025-05-23,May,Q2,2025,Latin America,Brazil,São Paulo,Small Business,Furniture,Meeting Table,Retail Store,8723.41,6881.46,1841.95,0.2112,9,0.2039,155.94,Delivered
ORD-10159,2025-10-27,Oct,Q4,2025,Latin America,Brazil,Rio de Janeiro,Small Business,Office Supplies,Sticky Notes,Distributor,21300.48,13611.27,7689.21,0.361,42,0.2005,15.6,Returned
ORD-10160,2025-03-04,Mar,Q1,2025,Asia-Pacific,India,Bengaluru,Corporate,Office Supplies,Ballpoint Pens,Retail Store,10134.21,5860.26,4273.95,0.4217,2,0.0615,21.86,Delivered
ORD-10161,2024-09-22,Sep,Q3,2024,North America,USA,Los Angeles,Consumer,Apparel,Corporate Polo,Direct Sales,3566.03,2001.23,1564.8,0.4388,16,0.3059,30.08,Delivered
ORD-10162,2024-01-25,Jan,Q1,2024,Africa,South Africa,Johannesburg,Corporate,Apparel,Branded Hoodie,Direct Sales,24081.57,15686.11,8395.46,0.3486,12,0.3863,24.35,Delivered
ORD-10163,2025-06-15,Jun,Q2,2025,Europe,Netherlands,Amsterdam,Enterprise,Apparel,Safety Vest,Retail Store,9183.48,7101.28,2082.2,0.2267,31,0.0245,28.79,Delivered
ORD-10164,2025-10-03,Oct,Q4,2025,Asia-Pacific,India,Bengaluru,Consumer,Technology,Mechanical Keyboard,Online,3122.48,2317.68,804.8,0.2577,46,0.0404,44.98,Delivered
ORD-10165,2024-09-16,Sep,Q3,2024,Latin America,Mexico,Mexico City,Enterprise,Technology,Webcam 4K,Distributor,4426.44,2873.33,1553.11,0.3509,36,0.2108,50.46,Delivered
ORD-10166,2025-09-19,Sep,Q3,2025,Africa,Kenya,Nairobi,Small Business,Office Supplies,Ballpoint Pens,Retail Store,18367.0,10781.49,7585.51,0.413,22,0.3855,9.51,In Transit
ORD-10167,2025-02-08,Feb,Q1,2025,Africa,Nigeria,Lagos,Small Business,Furniture,Meeting Table,Online,20874.15,16293.07,4581.08,0.2195,45,0.3903,291.92,Delivered
ORD-10168,2024-06-12,Jun,Q2,2024,North America,USA,Chicago,Consumer,Electronics,Portable Charger,Distributor,6723.88,5396.8,1327.08,0.1974,26,0.0509,74.35,Delivered
ORD-10169,2025-08-16,Aug,Q3,2025,Asia-Pacific,India,Mumbai,Consumer,Electronics,Noise Cancelling Headphones,Retail Store,23909.93,18540.15,5369.78,0.2246,49,0.3821,81.54,Delivered
ORD-10170,2024-05-08,May,Q2,2024,Europe,France,Paris,Enterprise,Apparel,Corporate Polo,Retail Store,6401.15,4628.16,1772.99,0.277,40,0.1846,34.78,Delayed
ORD-10171,2025-12-26,Dec,Q4,2025,North America,USA,New York,Enterprise,Apparel,Safety Vest,Online,12854.33,6598.23,6256.1,0.4867,37,0.0191,37.39,In Transit
ORD-10172,2025-01-19,Jan,Q1,2025,Africa,Kenya,Nairobi,Enterprise,Office Supplies,Printer Paper,Online,9751.12,6069.06,3682.06,0.3776,31,0.1186,19.12,Delivered
ORD-10173,2025-01-25,Jan,Q1,2025,Asia-Pacific,Australia,Sydney,Small Business,Office Supplies,Stapler Set,Online,20780.31,10542.49,10237.82,0.4927,8,0.106,8.73,Delivered
ORD-10174,2024-08-07,Aug,Q3,2024,North America,USA,New York,Consumer,Furniture,Standing Desk,Distributor,15413.82,12885.02,2528.8,0.1641,14,0.0277,195.65,Delivered
ORD-10175,2025-01-04,Jan,Q1,2025,Europe,Netherlands,Amsterdam,Enterprise,Electronics,Portable Charger,Direct Sales,12201.79,9567.66,2634.13,0.2159,32,0.2992,115.65,Delivered
ORD-10176,2025-06-06,Jun,Q2,2025,Europe,Germany,Berlin,Enterprise,Furniture,Office Chair,Online,13797.29,8220.8,5576.49,0.4042,25,0.0655,285.66,Delivered
ORD-10177,2024-06-20,Jun,Q2,2024,Asia-Pacific,India,Mumbai,Enterprise,Apparel,Safety Vest,Retail Store,21548.11,14876.94,6671.17,0.3096,49,0.1034,34.08,In Transit
ORD-10178,2025-10-22,Oct,Q4,2025,Latin America,Argentina,Buenos Aires,Small Business,Office Supplies,Printer Paper,Retail Store,18225.88,13744.01,4481.87,0.2459,2,0.0527,19.77,Delivered
ORD-10179,2025-08-29,Aug,Q3,2025,Asia-Pacific,Australia,Sydney,Consumer,Office Supplies,Whiteboard,Online,15337.32,8171.95,7165.37,0.4672,19,0.0606,16.16,In Transit
ORD-10180,2024-10-07,Oct,Q4,2024,Africa,Kenya,Nairobi,Enterprise,Furniture,Standing Desk,Direct Sales,18568.63,9928.88,8639.75,0.4653,3,0.3967,180.3,In Transit
ORD-10181,2025-05-05,May,Q2,2025,North America,USA,Los Angeles,Consumer,Office Supplies,Sticky Notes,Retail Store,19616.42,15032.98,4583.44,0.2337,36,0.0021,8.03,Delivered
ORD-10182,2024-07-27,Jul,Q3,2024,North America,USA,Los Angeles,Consumer,Technology,USB Hub,Distributor,21065.06,17878.27,3186.79,0.1513,6,0.3507,69.46,In Transit
ORD-10183,2025-01-15,Jan,Q1,2025,Latin America,Argentina,Buenos Aires,Corporate,Office Supplies,Stapler Set,Online,146.81,105.24,41.57,0.2832,39,0.0013,12.83,Delivered
ORD-10184,2024-02-26,Feb,Q1,2024,Africa,Egypt,Cairo,Consumer,Electronics,Noise Cancelling Headphones,Retail Store,2693.02,1805.16,887.86,0.3297,4,0.0211,109.94,In Transit
ORD-10185,2024-06-07,Jun,Q2,2024,Latin America,Argentina,Buenos Aires,Small Business,Technology,Mechanical Keyboard,Retail Store,18673.54,14729.61,3943.93,0.2112,38,0.0839,81.62,Delivered
ORD-10186,2025-11-15,Nov,Q4,2025,Latin America,Brazil,Rio de Janeiro,Small Business,Technology,Laptop Pro,Retail Store,1657.3,1407.75,249.55,0.1506,28,0.2943,114.65,Delivered
ORD-10187,2024-06-09,Jun,Q2,2024,North America,Canada,Toronto,Enterprise,Office Supplies,Ballpoint Pens,Distributor,23762.79,14894.1,8868.69,0.3732,5,0.0738,12.52,In Transit
ORD-10188,2025-09-10,Sep,Q3,2025,North America,Canada,Vancouver,Corporate,Technology,Mechanical Keyboard,Online,1497.79,1206.4,291.39,0.1945,35,0.1719,107.35,In Transit
ORD-10189,2024-02-18,Feb,Q1,2024,Africa,Nigeria,Lagos,Enterprise,Apparel,Uniform Shirt,Retail Store,1341.07,875.58,465.49,0.3471,39,0.1986,36.89,Delivered
ORD-10190,2024-06-30,Jun,Q2,2024,Latin America,Argentina,Buenos Aires,Enterprise,Technology,USB Hub,Direct Sales,433.73,259.7,174.03,0.4012,24,0.0228,60.94,Delivered
ORD-10191,2024-06-11,Jun,Q2,2024,Latin America,Brazil,Rio de Janeiro,Enterprise,Furniture,Standing Desk,Online,1727.62,891.93,835.69,0.4837,45,0.3412,223.94,In Transit
ORD-10192,2025-03-16,Mar,Q1,2025,Africa,Egypt,Cairo,Corporate,Technology,Mechanical Keyboard,Distributor,5995.93,5019.72,976.21,0.1628,32,0.2655,84.81,Delivered
ORD-10193,2024-07-17,Jul,Q3,2024,Africa,Nigeria,Lagos,Corporate,Electronics,"Tablet 10""",Online,6487.6,3677.93,2809.67,0.4331,3,0.2901,83.83,Returned
ORD-10194,2025-01-05,Jan,Q1,2025,North America,Canada,Vancouver,Enterprise,Electronics,"Tablet 10""",Online,3866.05,2053.24,1812.81,0.4689,4,0.1672,118.38,Delivered
ORD-10195,2024-10-15,Oct,Q4,2024,North America,Canada,Vancouver,Consumer,Furniture,Filing Cabinet,Retail Store,19813.33,10473.4,9339.93,0.4714,49,0.2174,191.66,Delivered
ORD-10196,2025-07-30,Jul,Q3,2025,Europe,Netherlands,Amsterdam,Consumer,Furniture,Office Chair,Retail Store,21563.47,11251.72,10311.75,0.4782,39,0.2182,202.5,Delivered
ORD-10197,2025-07-24,Jul,Q3,2025,Europe,UK,London,Enterprise,Office Supplies,Printer Paper,Direct Sales,21816.18,16686.39,5129.79,0.2351,26,0.1321,15.29,Delivered
ORD-10198,2025-01-10,Jan,Q1,2025,Africa,Kenya,Nairobi,Corporate,Electronics,LED Monitor,Retail Store,11335.86,5775.72,5560.14,0.4905,28,0.3088,56.52,Delivered
ORD-10199,2024-09-10,Sep,Q3,2024,Asia-Pacific,Australia,Sydney,Consumer,Furniture,Filing Cabinet,Distributor,16453.82,8764.83,7688.99,0.4673,25,0.159,188.21,Delivered
ORD-10200,2025-05-18,May,Q2,2025,Latin America,Brazil,Rio de Janeiro,Enterprise,Electronics,LED Monitor,Online,15901.1,13043.38,2857.72,0.1797,9,0.1584,103.3,Delivered
ORD-10201,2025-07-07,Jul,Q3,2025,Latin America,Argentina,Buenos Aires,Corporate,Electronics,Smart Speaker,Distributor,9141.21,7717.31,1423.9,0.1558,27,0.1108,64.07,Delivered
ORD-10202,2024-05-08,May,Q2,2024,Africa,Egypt,Cairo,Enterprise,Office Supplies,Whiteboard,Direct Sales,24197.12,18904.27,5292.85,0.2187,19,0.353,15.08,In Transit
ORD-10203,2024-01-16,Jan,Q1,2024,North America,Canada,Vancouver,Small Business,Apparel,Work Boots,Retail Store,4232.28,3088.07,1144.21,0.2704,38,0.3919,18.89,Delivered
ORD-10204,2025-06-20,Jun,Q2,2025,Asia-Pacific,India,Mumbai,Enterprise,Technology,USB Hub,Retail Store,9537.78,7633.68,1904.1,0.1996,35,0.075,105.53,Delivered
ORD-10205,2025-03-09,Mar,Q1,2025,Asia-Pacific,Australia,Sydney,Enterprise,Technology,Mechanical Keyboard,Retail Store,11535.7,9075.59,2460.11,0.2133,21,0.1017,110.39,In Transit
ORD-10206,2024-10-03,Oct,Q4,2024,Latin America,Argentina,Buenos Aires,Corporate,Technology,Webcam 4K,Distributor,8763.74,6264.52,2499.22,0.2852,47,0.0765,74.84,Delivered
ORD-10207,2025-10-23,Oct,Q4,2025,North America,Canada,Vancouver,Enterprise,Office Supplies,Sticky Notes,Distributor,18508.44,13700.22,4808.22,0.2598,34,0.13,8.54,Delivered
ORD-10208,2025-03-29,Mar,Q1,2025,North America,Canada,Toronto,Enterprise,Technology,Mechanical Keyboard,Direct Sales,5466.69,2796.85,2669.84,0.4884,15,0.0851,64.32,Delayed
ORD-10209,2024-10-28,Oct,Q4,2024,Latin America,Brazil,Rio de Janeiro,Enterprise,Electronics,"Tablet 10""",Distributor,1571.44,1284.68,286.76,0.1825,15,0.1041,117.07,In Transit
ORD-10210,2025-02-10,Feb,Q1,2025,Asia-Pacific,Japan,Tokyo,Corporate,Electronics,Noise Cancelling Headphones,Direct Sales,10377.75,5254.26,5123.49,0.4937,14,0.1916,92.14,Delivered
ORD-10211,2024-09-26,Sep,Q3,2024,Europe,Germany,Berlin,Small Business,Office Supplies,Sticky Notes,Retail Store,21002.58,15842.98,5159.6,0.2457,45,0.3851,12.07,Delivered
ORD-10212,2025-01-09,Jan,Q1,2025,North America,Canada,Toronto,Small Business,Electronics,Noise Cancelling Headphones,Online,6656.56,4420.41,2236.15,0.3359,9,0.005,80.13,Delivered
ORD-10213,2024-07-21,Jul,Q3,2024,Africa,Kenya,Nairobi,Consumer,Office Supplies,Printer Paper,Direct Sales,21943.26,15527.66,6415.6,0.2924,2,0.2671,20.88,Delivered
ORD-10214,2024-05-06,May,Q2,2024,Africa,Nigeria,Lagos,Consumer,Electronics,Portable Charger,Distributor,21406.83,16932.39,4474.44,0.209,21,0.0255,109.9,Returned
ORD-10215,2024-07-19,Jul,Q3,2024,Africa,South Africa,Johannesburg,Enterprise,Office Supplies,Printer Paper,Retail Store,14337.13,7581.08,6756.05,0.4712,45,0.2778,21.16,Delayed
ORD-10216,2024-06-22,Jun,Q2,2024,North America,USA,Chicago,Corporate,Electronics,Noise Cancelling Headphones,Retail Store,15819.56,11451.18,4368.38,0.2761,20,0.3155,117.64,Delivered
ORD-10217,2024-12-13,Dec,Q4,2024,Latin America,Argentina,Buenos Aires,Corporate,Electronics,Noise Cancelling Headphones,Distributor,23768.22,20068.56,3699.66,0.1557,34,0.1892,76.9,Delivered
ORD-10218,2024-09-18,Sep,Q3,2024,North America,USA,Los Angeles,Consumer,Apparel,Uniform Shirt,Retail Store,3586.6,2209.24,1377.36,0.384,42,0.3886,29.46,Delivered
ORD-10219,2025-02-27,Feb,Q1,2025,Asia-Pacific,Singapore,Singapore,Enterprise,Technology,Webcam 4K,Online,290.83,156.41,134.42,0.4622,8,0.0147,67.11,Delivered
ORD-10220,2024-12-06,Dec,Q4,2024,Africa,South Africa,Johannesburg,Enterprise,Furniture,Bookshelf,Retail Store,9985.67,7852.45,2133.22,0.2136,37,0.1138,206.32,Delayed
ORD-10221,2025-07-24,Jul,Q3,2025,North America,Canada,Vancouver,Enterprise,Office Supplies,Sticky Notes,Distributor,6940.81,5243.44,1697.37,0.2445,1,0.1559,20.73,Delivered
ORD-10222,2024-04-18,Apr,Q2,2024,Latin America,Brazil,São Paulo,Enterprise,Technology,Webcam 4K,Retail Store,20547.84,10289.05,10258.79,0.4993,8,0.3452,97.41,Returned
ORD-10223,2025-03-06,Mar,Q1,2025,North America,Canada,Toronto,Corporate,Furniture,Standing Desk,Direct Sales,11460.29,8122.05,3338.24,0.2913,18,0.0369,209.92,Delivered
ORD-10224,2024-04-22,Apr,Q2,2024,North America,Canada,Toronto,Corporate,Office Supplies,Printer Paper,Distributor,16187.79,11457.41,4730.38,0.2922,10,0.1448,7.65,Delivered
ORD-10225,2024-07-28,Jul,Q3,2024,Asia-Pacific,India,Mumbai,Consumer,Electronics,Portable Charger,Direct Sales,18550.43,12742.08,5808.35,0.3131,29,0.0266,64.21,Delivered
ORD-10226,2024-03-21,Mar,Q1,2024,North America,Canada,Toronto,Small Business,Office Supplies,Printer Paper,Distributor,1189.1,684.47,504.63,0.4244,21,0.3232,14.5,Delivered
ORD-10227,2025-02-11,Feb,Q1,2025,North America,Canada,Toronto,Consumer,Office Supplies,Stapler Set,Direct Sales,6956.99,4565.5,2391.49,0.3438,38,0.3156,19.48,Delivered
ORD-10228,2025-03-26,Mar,Q1,2025,Asia-Pacific,Australia,Sydney,Enterprise,Technology,Mechanical Keyboard,Direct Sales,9314.3,6371.3,2943.0,0.316,36,0.1572,80.93,Delivered
ORD-10229,2025-10-29,Oct,Q4,2025,Africa,Kenya,Nairobi,Enterprise,Apparel,Corporate Polo,Online,8560.24,6188.33,2371.91,0.2771,10,0.2583,25.22,Delayed
ORD-10230,2025-04-23,Apr,Q2,2025,Asia-Pacific,Japan,Tokyo,Consumer,Technology,Webcam 4K,Direct Sales,5525.52,2966.32,2559.2,0.4632,12,0.2239,53.39,Delivered
ORD-10231,2025-03-09,Mar,Q1,2025,Africa,Nigeria,Lagos,Enterprise,Office Supplies,Sticky Notes,Distributor,2572.62,1635.66,936.96,0.3642,46,0.0124,9.9,Delivered
ORD-10232,2024-09-18,Sep,Q3,2024,Asia-Pacific,Singapore,Singapore,Small Business,Apparel,Branded Hoodie,Online,9322.88,6110.63,3212.25,0.3446,37,0.1896,44.85,In Transit
ORD-10233,2024-07-19,Jul,Q3,2024,North America,Canada,Vancouver,Consumer,Office Supplies,Ballpoint Pens,Online,8575.64,5722.16,2853.48,0.3327,4,0.392,15.48,Delivered
ORD-10234,2024-12-30,Dec,Q4,2024,Africa,Kenya,Nairobi,Small Business,Office Supplies,Sticky Notes,Retail Store,17754.44,13086.54,4667.9,0.2629,49,0.203,11.03,In Transit
ORD-10235,2024-05-18,May,Q2,2024,Latin America,Mexico,Mexico City,Consumer,Electronics,Noise Cancelling Headphones,Distributor,20437.25,17327.66,3109.59,0.1522,36,0.1607,138.03,Delivered
ORD-10236,2024-04-13,Apr,Q2,2024,North America,USA,Los Angeles,Small Business,Apparel,Work Boots,Direct Sales,11941.1,6523.79,5417.31,0.4537,36,0.3628,32.79,Delivered
ORD-10237,2024-09-23,Sep,Q3,2024,Africa,Kenya,Nairobi,Enterprise,Apparel,Safety Vest,Distributor,19875.85,10177.66,9698.19,0.4879,20,0.1867,44.09,Delivered
ORD-10238,2024-05-26,May,Q2,2024,Europe,France,Paris,Enterprise,Electronics,Smart Speaker,Direct Sales,5160.25,3674.17,1486.08,0.288,24,0.1765,141.87,Delivered
ORD-10239,2025-05-13,May,Q2,2025,Europe,Germany,Berlin,Small Business,Apparel,Safety Vest,Retail Store,15092.71,12596.62,2496.09,0.1654,47,0.2294,21.01,Delivered
ORD-10240,2024-11-24,Nov,Q4,2024,Latin America,Brazil,São Paulo,Consumer,Technology,Laptop Pro,Online,1655.19,845.43,809.76,0.4892,38,0.1024,117.72,Delayed
ORD-10241,2025-12-01,Dec,Q4,2025,Europe,Netherlands,Amsterdam,Corporate,Office Supplies,Sticky Notes,Retail Store,15850.35,12387.89,3462.46,0.2184,21,0.1435,11.68,Delivered
ORD-10242,2025-11-26,Nov,Q4,2025,North America,USA,Chicago,Small Business,Furniture,Standing Desk,Online,157.71,124.9,32.81,0.208,3,0.2951,248.1,Delivered
ORD-10243,2025-07-02,Jul,Q3,2025,Africa,Egypt,Cairo,Enterprise,Apparel,Uniform Shirt,Direct Sales,22122.16,11747.12,10375.04,0.469,35,0.2454,29.63,In Transit
ORD-10244,2025-01-18,Jan,Q1,2025,Latin America,Brazil,Rio de Janeiro,Small Business,Office Supplies,Sticky Notes,Direct Sales,20225.06,10155.63,10069.43,0.4979,45,0.2791,9.01,Delivered
ORD-10245,2024-12-23,Dec,Q4,2024,Europe,Germany,Berlin,Small Business,Furniture,Standing Desk,Direct Sales,1350.63,990.55,360.08,0.2666,2,0.284,142.22,In Transit
ORD-10246,2024-10-16,Oct,Q4,2024,Asia-Pacific,Japan,Tokyo,Corporate,Apparel,Work Boots,Distributor,16047.85,10033.68,6014.17,0.3748,13,0.2414,34.43,Delivered
ORD-10247,2025-12-26,Dec,Q4,2025,North America,USA,Los Angeles,Corporate,Electronics,LED Monitor,Direct Sales,6124.1,3711.93,2412.17,0.3939,28,0.0939,79.0,Delivered
ORD-10248,2024-01-30,Jan,Q1,2024,Latin America,Brazil,São Paulo,Small Business,Furniture,Filing Cabinet,Distributor,22061.61,13127.57,8934.04,0.405,34,0.2887,180.49,Delivered
ORD-10249,2025-03-16,Mar,Q1,2025,North America,USA,Los Angeles,Consumer,Furniture,Standing Desk,Direct Sales,22403.6,11231.75,11171.85,0.4987,24,0.3357,149.36,Delivered
ORD-10250,2024-06-05,Jun,Q2,2024,Latin America,Mexico,Mexico City,Consumer,Technology,Mechanical Keyboard,Distributor,21677.04,17605.12,4071.92,0.1878,4,0.3156,74.71,Delivered
ORD-10251,2024-06-25,Jun,Q2,2024,Latin America,Mexico,Mexico City,Consumer,Technology,Wireless Mouse,Distributor,9752.46,7183.14,2569.32,0.2635,27,0.3377,51.13,Delivered
ORD-10252,2025-12-25,Dec,Q4,2025,Africa,Kenya,Nairobi,Consumer,Apparel,Corporate Polo,Direct Sales,23774.24,14125.2,9649.04,0.4059,47,0.3776,29.26,In Transit
ORD-10253,2025-12-23,Dec,Q4,2025,Latin America,Brazil,São Paulo,Corporate,Technology,Webcam 4K,Retail Store,12559.99,6767.85,5792.14,0.4612,41,0.1904,90.75,Returned
ORD-10254,2024-08-14,Aug,Q3,2024,Latin America,Brazil,São Paulo,Enterprise,Technology,Webcam 4K,Retail Store,10453.36,7631.72,2821.64,0.2699,2,0.0848,77.78,Delivered
ORD-10255,2024-04-09,Apr,Q2,2024,Africa,Kenya,Nairobi,Consumer,Apparel,Branded Hoodie,Online,16325.83,13731.77,2594.06,0.1589,18,0.2948,16.57,Delivered
ORD-10256,2025-06-23,Jun,Q2,2025,North America,Canada,Toronto,Consumer,Electronics,Portable Charger,Distributor,20600.4,11020.25,9580.15,0.465,10,0.2175,118.8,Delivered
ORD-10257,2025-06-08,Jun,Q2,2025,Africa,Nigeria,Lagos,Enterprise,Furniture,Office Chair,Direct Sales,882.4,605.17,277.23,0.3142,3,0.1617,219.03,Delayed
ORD-10258,2025-06-19,Jun,Q2,2025,Africa,Kenya,Nairobi,Consumer,Electronics,Smart Speaker,Direct Sales,19081.49,11008.72,8072.77,0.4231,28,0.1069,63.15,Delivered
ORD-10259,2025-05-16,May,Q2,2025,Africa,Nigeria,Lagos,Small Business,Technology,Wireless Mouse,Online,537.05,365.88,171.17,0.3187,25,0.3093,67.85,Delivered
ORD-10260,2025-09-29,Sep,Q3,2025,Latin America,Argentina,Buenos Aires,Enterprise,Office Supplies,Whiteboard,Direct Sales,21993.45,17384.0,4609.45,0.2096,9,0.2188,16.59,Delivered
ORD-10261,2025-05-18,May,Q2,2025,Africa,Nigeria,Lagos,Small Business,Electronics,Portable Charger,Online,6240.43,3250.64,2989.79,0.4791,28,0.1894,117.16,Delivered
ORD-10262,2025-05-30,May,Q2,2025,Europe,Germany,Berlin,Small Business,Apparel,Uniform Shirt,Retail Store,14076.21,8148.48,5927.73,0.4211,22,0.1463,20.87,Delivered
ORD-10263,2024-12-27,Dec,Q4,2024,North America,USA,Los Angeles,Consumer,Furniture,Bookshelf,Online,24543.17,15605.97,8937.2,0.3641,8,0.2544,234.83,Delivered
ORD-10264,2025-05-05,May,Q2,2025,North America,USA,New York,Small Business,Electronics,LED Monitor,Online,17722.26,14633.49,3088.77,0.1743,50,0.276,99.73,Delayed
ORD-10265,2024-12-26,Dec,Q4,2024,Asia-Pacific,India,Mumbai,Corporate,Office Supplies,Stapler Set,Distributor,23731.87,14147.67,9584.2,0.4039,46,0.0305,19.6,Delivered
ORD-10266,2024-07-28,Jul,Q3,2024,Europe,Netherlands,Amsterdam,Small Business,Office Supplies,Whiteboard,Direct Sales,1344.48,1140.45,204.03,0.1518,33,0.0548,15.41,Delivered
ORD-10267,2025-10-29,Oct,Q4,2025,Latin America,Brazil,Rio de Janeiro,Consumer,Electronics,Portable Charger,Direct Sales,17821.9,10277.73,7544.17,0.4233,26,0.209,95.9,Returned
ORD-10268,2024-09-30,Sep,Q3,2024,Asia-Pacific,India,Bengaluru,Corporate,Electronics,LED Monitor,Distributor,8940.52,6102.0,2838.52,0.3175,17,0.3841,147.73,In Transit
ORD-10269,2024-09-03,Sep,Q3,2024,Africa,Nigeria,Lagos,Enterprise,Electronics,"Tablet 10""",Distributor,4151.22,3318.16,833.06,0.2007,24,0.3054,110.31,Delivered
ORD-10270,2025-02-24,Feb,Q1,2025,Europe,France,Paris,Consumer,Electronics,LED Monitor,Retail Store,1246.81,993.48,253.33,0.2032,42,0.1287,122.89,In Transit
ORD-10271,2025-08-25,Aug,Q3,2025,Africa,Kenya,Nairobi,Consumer,Apparel,Safety Vest,Direct Sales,3050.72,2582.53,468.19,0.1535,9,0.0615,43.65,Delivered
ORD-10272,2024-05-08,May,Q2,2024,North America,Canada,Vancouver,Small Business,Technology,Mechanical Keyboard,Direct Sales,912.19,640.35,271.84,0.298,35,0.3804,68.57,Delivered
ORD-10273,2024-09-30,Sep,Q3,2024,Africa,Egypt,Cairo,Consumer,Electronics,Noise Cancelling Headphones,Distributor,21197.06,17410.92,3786.14,0.1786,1,0.0766,60.18,Delivered
ORD-10274,2024-09-22,Sep,Q3,2024,Asia-Pacific,Japan,Tokyo,Consumer,Technology,Webcam 4K,Retail Store,3789.63,2466.99,1322.64,0.349,45,0.09,97.53,Returned
ORD-10275,2025-10-22,Oct,Q4,2025,Asia-Pacific,Australia,Sydney,Corporate,Office Supplies,Sticky Notes,Online,22362.95,14319.66,8043.29,0.3597,7,0.3383,18.95,Delivered
ORD-10276,2024-03-24,Mar,Q1,2024,Europe,France,Paris,Consumer,Apparel,Corporate Polo,Direct Sales,21390.25,13422.89,7967.36,0.3725,28,0.2544,23.86,Delivered
ORD-10277,2025-02-24,Feb,Q1,2025,North America,USA,Chicago,Small Business,Office Supplies,Whiteboard,Direct Sales,19300.96,13133.93,6167.03,0.3195,42,0.3299,14.45,Delivered
ORD-10278,2024-06-29,Jun,Q2,2024,Latin America,Mexico,Mexico City,Consumer,Apparel,Work Boots,Retail Store,14801.73,12442.0,2359.73,0.1594,6,0.0219,21.78,Delivered
